AccountAge,MonthlyCharges,TotalCharges,SubscriptionType,PaymentMethod,PaperlessBilling,ContentType,MultiDeviceAccess,DeviceRegistered,ViewingHoursPerWeek,AverageViewingDuration,ContentDownloadsPerMonth,GenrePreference,UserRating,SupportTicketsPerMonth,Gender,WatchlistSize,ParentalControl,SubtitlesEnabled,CustomerID,Churn
41,16.421829322679997,673.2950022298799,Premium,Credit card,Yes,Movies,No,TV,14.76654871360222,163.84163354475615,22,Action,1.242359513976229,8,Female,19,No,No,EP6VM7T1SQ,0
61,12.808493798094691,781.3181216837762,Standard,Mailed check,Yes,TV Shows,No,Mobile,22.235023856365967,171.26854956430228,11,Comedy,2.365436582932386,2,Male,14,No,No,H66M0EMT2Z,0
113,9.024267431780167,1019.7422197911588,Premium,Bank transfer,No,Both,No,Mobile,34.97559092833785,119.85706394771738,33,Fantasy,4.684264590153791,7,Female,8,No,Yes,4EA7IH3NH7,0
90,12.248417928253502,1102.3576135428152,Basic,Bank transfer,Yes,Movies,Yes,Mobile,33.76991094680898,167.5035874707534,43,Fantasy,4.149673204753787,6,Female,11,No,Yes,GLP897BEB0,0
56,7.190247058785657,402.6538352919968,Premium,Credit card,No,Both,Yes,Tablet,36.9133427221655,153.3142640957009,8,Fantasy,4.920169374246303,6,Female,16,Yes,No,66XXJQ0DD8,0
73,11.567228794598318,844.4077020056772,Basic,Electronic check,No,Both,No,Tablet,17.328000659791524,101.07576539668396,28,Sci-Fi,3.2248385800254304,9,Male,17,No,No,H1H0IUA9VF,0
43,5.7326550632910305,246.5041677215143,Basic,Mailed check,Yes,TV Shows,Yes,TV,26.81925086963863,106.49297674449971,40,Comedy,2.161110043132956,7,Female,22,Yes,Yes,ELMJ6VH6KE,1
39,17.26680228809742,673.4052892357994,Standard,Credit card,No,Movies,Yes,Tablet,32.46933744731844,73.66827615162762,41,Fantasy,2.749491248138796,6,Female,5,No,Yes,RIQS40LH70,0
9,17.133142177987843,154.1982796018906,Premium,Mailed check,Yes,Both,No,Mobile,1.7308926253676773,144.673629827313,3,Drama,2.673832586487784,0,Female,10,No,No,D0T472QJVB,0
60,8.796750184114329,527.8050110468597,Basic,Bank transfer,No,TV Shows,No,TV,16.522632509312785,164.80431006172338,25,Sci-Fi,3.460306225353704,1,Female,12,No,Yes,I7MCZM7SZB,0
99,17.62676092235761,1745.0493313134036,Standard,Credit card,No,TV Shows,Yes,Computer,35.79578089661685,29.57478780080152,17,Drama,4.395479178787811,4,Female,17,Yes,No,EPDP63C26W,0
78,16.919582726442307,1319.7274526625,Premium,Bank transfer,Yes,Both,Yes,Computer,1.154928165806847,64.95340651295268,9,Comedy,2.5063916621565068,2,Male,1,Yes,Yes,FTCV69WHG3,0
20,16.346691996655277,326.93383993310556,Standard,Electronic check,No,TV Shows,No,Tablet,12.377521945181323,113.88668419342352,7,Comedy,4.015245449335026,8,Female,6,No,No,2X58V9435O,1
2,16.088975127008542,32.177950254017084,Premium,Electronic check,No,Movies,No,TV,34.88955125962214,109.149805571723,4,Action,4.40159493463522,2,Female,3,Yes,No,ONNKB7DEZ2,0
57,9.573128131786458,545.6683035118281,Premium,Credit card,No,Both,Yes,Mobile,1.4856267047114322,83.99968215149981,32,Drama,2.4345554693622145,2,Male,23,Yes,Yes,2GD3LI9WSC,0
67,15.86351218548448,1062.85531642746,Standard,Mailed check,Yes,TV Shows,No,Computer,16.339719356047937,15.530882850862202,31,Drama,1.9055522877617412,5,Female,12,No,Yes,QGOKJKEYMF,0
105,18.996140695726368,1994.5947730512687,Basic,Electronic check,Yes,Movies,Yes,Mobile,37.27665232630959,108.13370072358312,28,Sci-Fi,2.223566572280563,6,Male,5,Yes,No,FQ5CSKQJEA,0
79,11.16767783693891,882.2465491181739,Standard,Credit card,Yes,TV Shows,Yes,Mobile,37.661356494347736,137.39082452761235,18,Sci-Fi,3.612136924468916,4,Female,21,No,No,PCM2X0UMF9,0
71,5.271419002125047,374.2707491508783,Premium,Electronic check,Yes,TV Shows,Yes,Tablet,33.20962485100508,123.2779528304288,5,Fantasy,3.478525286279632,7,Female,13,No,Yes,V3D97AGOL0,0
117,19.15202388958616,2240.7867950815807,Basic,Electronic check,Yes,Both,No,Computer,33.594454927019456,116.645652549512,19,Drama,3.0099053163372647,5,Female,6,Yes,Yes,40XIQPCBX6,1
113,8.734650623886495,987.015520499174,Standard,Mailed check,No,TV Shows,No,TV,11.493144758877929,130.8197754360089,8,Drama,1.7327300148152598,4,Female,24,No,No,1OZ9I98BJX,0
23,10.573202775333158,243.18366383266263,Basic,Electronic check,No,Movies,No,Computer,18.01587798038488,42.33054415972085,49,Drama,3.331975594971844,3,Female,11,Yes,Yes,AR9SS5THEL,1
25,8.484310588392443,212.10776470981108,Standard,Electronic check,Yes,TV Shows,No,Computer,20.413535438234845,138.39246066179132,0,Comedy,2.919227475399473,6,Female,24,No,No,MO1DZA1IKW,0
89,9.234505372898006,821.8709781879226,Basic,Credit card,No,Movies,Yes,TV,4.98815741519895,89.75664791300876,46,Sci-Fi,2.046550321880518,7,Female,2,No,No,BOJJA37T41,0
116,9.03029857617502,1047.5146348363023,Standard,Credit card,Yes,Both,Yes,Tablet,1.314443971187453,21.208823401173692,47,Comedy,1.9430687900592336,4,Female,9,No,No,91CXMFNW2V,0
31,18.909979891979535,586.2093766513656,Standard,Mailed check,Yes,Movies,Yes,Tablet,30.77625761991153,178.93853898604755,15,Action,3.5075197864906085,3,Female,9,No,Yes,EE29VQ2I0D,0
51,9.576339888972624,488.39333433760373,Basic,Credit card,No,Movies,No,TV,2.540139080863981,112.78178777725408,46,Action,1.1904223701969752,7,Male,8,No,No,FVKJFLGSUX,0
59,14.269998225504086,841.9298953047411,Basic,Electronic check,No,Both,Yes,Mobile,31.296320980625016,32.80427763152945,9,Sci-Fi,1.9794773949316165,5,Female,1,Yes,Yes,1WCCD0TKCO,0
60,7.584998827317275,455.0999296390365,Premium,Credit card,Yes,Both,Yes,Mobile,17.613576155901796,83.0658169373697,17,Comedy,2.740842490613638,1,Male,5,Yes,Yes,5ZFKB72APR,0
108,5.364080795582218,579.3207259228795,Premium,Credit card,Yes,Movies,Yes,TV,34.427638675817406,160.67166223527985,33,Drama,4.626619245863292,5,Male,11,Yes,No,B45T930B23,0
68,16.607899572184458,1129.3371709085432,Premium,Credit card,No,Movies,Yes,Tablet,9.645843295584582,173.5191562660973,41,Action,2.3638671083828324,6,Female,1,Yes,No,LMUWD8SIRI,0
90,17.31114872367059,1558.0033851303533,Premium,Electronic check,Yes,Movies,Yes,Computer,37.44112297042064,85.68994575764653,46,Action,1.6085606182519054,9,Female,15,No,Yes,VJ1IPMG6EV,0
8,18.343867406499925,146.7509392519994,Standard,Bank transfer,No,Both,Yes,Tablet,16.197740020515923,138.994134921461,14,Comedy,1.6505924713602416,7,Male,0,Yes,Yes,Q1U6FXTYQ0,0
113,15.097135997835174,1705.976367755375,Basic,Credit card,No,Movies,No,Tablet,7.69781139951154,28.011892017584536,48,Sci-Fi,1.7739511159586785,5,Female,7,Yes,No,E8GH84S0LM,0
4,10.252217782248543,41.00887112899417,Premium,Credit card,No,TV Shows,Yes,Computer,3.950919903838928,57.022472758646266,13,Comedy,1.8913613844570971,9,Female,23,No,No,JAO3ZHDW86,1
87,8.280324169414627,720.3882027390725,Premium,Electronic check,Yes,Movies,Yes,TV,38.07944937534693,23.008262920553666,6,Fantasy,4.605767127411964,7,Female,13,No,Yes,0TTGQ15VGL,0
20,10.153071273001434,203.06142546002863,Standard,Credit card,Yes,Movies,No,Computer,4.302011060626575,142.7015609087591,26,Action,1.677995832259417,9,Female,12,No,No,AY83HOR52J,0
23,19.32541850279801,444.4846255643542,Premium,Electronic check,No,Movies,Yes,Computer,30.572205066243896,82.53988715658893,27,Comedy,3.506638972558763,8,Female,7,No,No,CIP8A4S2ZY,0
53,15.845064196042646,839.7884023902602,Premium,Credit card,No,Movies,No,TV,9.143417785892174,145.4747421507457,2,Fantasy,4.680498006001401,1,Female,9,Yes,Yes,2MF0112QBM,0
15,13.193336869199918,197.90005303799876,Premium,Mailed check,Yes,TV Shows,No,Tablet,25.96082699922799,152.89946018361908,32,Drama,3.3173245501590003,8,Female,15,No,Yes,B5B6ZROJK3,0
89,16.847535282055127,1499.4306401029062,Standard,Credit card,Yes,Both,No,TV,3.343594599630224,11.709477095683209,6,Drama,3.1129663143387294,9,Female,5,No,No,QUN7NHU4MM,1
2,12.77978234897974,25.55956469795948,Standard,Credit card,Yes,Movies,Yes,Computer,15.132703606504046,150.9110357635734,22,Comedy,3.423977702552766,9,Female,19,No,No,SX31PZKIHW,0
34,17.454765056234233,593.4620119119639,Basic,Electronic check,No,TV Shows,No,Mobile,32.84958659635443,105.442043740999,6,Fantasy,4.094758375923058,5,Female,19,No,No,GT0SFHEYQY,1
62,19.46461842776984,1206.80634252173,Standard,Credit card,No,TV Shows,Yes,Tablet,18.41119302427394,159.45680338150322,24,Fantasy,4.024013809757719,4,Female,15,No,Yes,97LCASZB8W,0
45,8.133890887443938,366.0250899349772,Premium,Electronic check,No,Movies,No,TV,12.488364862180916,145.8840863832042,39,Drama,4.502116904616157,5,Female,3,No,No,ZJUPL8OP5W,0
60,9.369774312305823,562.1864587383494,Premium,Electronic check,Yes,Movies,No,Mobile,32.57412936665965,94.65403950729645,46,Sci-Fi,3.2573168817680824,2,Female,15,Yes,No,124O5TP9Y5,0
12,9.609568321832231,115.31481986198678,Premium,Bank transfer,No,Movies,Yes,TV,17.30563536862156,153.19857840266755,1,Sci-Fi,1.4310790949084482,8,Male,10,Yes,Yes,B11M0D7HL0,0
108,19.604280392396724,2117.262282378846,Premium,Mailed check,Yes,Movies,Yes,Computer,27.005739187548485,108.94017206642818,11,Action,1.5794241488923857,0,Male,16,Yes,Yes,YPCNU5K3LR,0
104,19.20269349796035,1997.0801237878768,Premium,Electronic check,Yes,Movies,No,Tablet,9.386831878743305,167.41900578232287,37,Sci-Fi,4.460846508643538,5,Female,10,Yes,Yes,ZQ37QTLBMP,0
98,6.025831049915887,590.5314428917569,Standard,Bank transfer,No,Both,No,Computer,15.5063443647221,128.65736328123188,39,Drama,1.464173069579648,7,Female,2,Yes,No,YV1AW8T06Z,0
74,19.31491894619309,1429.3040020182889,Standard,Bank transfer,Yes,Both,Yes,TV,37.642535247146895,81.4828648147107,31,Comedy,3.620092068533959,7,Female,14,No,Yes,2Z60FFF38H,0
113,19.6092929708877,2215.8501057103103,Basic,Electronic check,Yes,TV Shows,No,Mobile,6.735412368263408,12.837532268048982,3,Fantasy,1.762944989762048,6,Female,11,No,No,DG35GKEINI,1
62,14.913157964972903,924.61579382832,Basic,Mailed check,No,TV Shows,No,Mobile,34.08559165685518,157.51329933073984,31,Action,4.945607546446492,5,Male,4,Yes,No,1YY1DWJG16,0
89,16.32466667476851,1452.8953340543972,Standard,Electronic check,Yes,Both,Yes,TV,28.535170451922795,23.86327624754396,12,Sci-Fi,2.939879371047339,0,Male,18,Yes,No,8KTX5N4721,0
106,12.159257573812424,1288.881302824117,Premium,Mailed check,No,TV Shows,No,Tablet,38.29211832879325,163.54235104965645,5,Drama,1.8713052863852404,8,Male,5,Yes,No,UYR251FADG,0
17,5.998876406469699,101.98089890998487,Standard,Mailed check,No,Both,Yes,Mobile,11.2522515717083,156.46519450477896,33,Fantasy,2.5650816293617473,1,Male,6,No,Yes,ICACJK5KEM,0
84,10.652354964450694,894.7978170138583,Standard,Mailed check,No,TV Shows,No,TV,19.450406581994837,177.2344247973394,45,Drama,1.1725960229630408,8,Male,22,Yes,Yes,IZAXN4HP37,0
108,8.272359059607878,893.4147784376507,Standard,Electronic check,Yes,Movies,Yes,Mobile,9.203554392001184,177.95817533966817,7,Drama,4.919714142390257,0,Female,3,Yes,Yes,9DHMZPNQ8O,0
83,17.925993612576217,1487.857469843826,Basic,Bank transfer,No,TV Shows,Yes,Mobile,37.67714855507462,115.44350656480565,39,Fantasy,4.490737654695164,6,Male,4,No,Yes,ZJOBG8ZMUI,0
89,14.454328922077034,1286.435274064856,Standard,Bank transfer,Yes,Movies,Yes,Mobile,29.621927528659903,125.48484655170468,11,Action,4.570441776107343,6,Male,21,No,Yes,N5KL8GSESX,0
37,7.923173051665556,293.1574029116256,Premium,Bank transfer,No,Both,No,Mobile,3.679637524131613,149.6720642408432,17,Sci-Fi,2.438636848098709,4,Female,10,No,No,RJL23MUN7F,0
99,18.251009133386027,1806.8499042052167,Premium,Credit card,No,TV Shows,Yes,TV,12.578575220947435,162.38582910844113,12,Sci-Fi,3.991364923451869,4,Male,7,No,Yes,9WNO5TD54D,0
10,16.03934290062297,160.3934290062297,Premium,Bank transfer,Yes,TV Shows,No,TV,35.07647829358349,178.08294683041683,44,Sci-Fi,1.1353064140010725,2,Male,7,Yes,No,RV16WGE4Z0,0
3,16.457248037267636,49.37174411180291,Premium,Credit card,Yes,Both,Yes,Computer,4.2955590484851705,78.82684088394747,9,Drama,3.416804954399592,5,Male,3,No,No,WUFHF5V5IH,0
94,18.688682238467475,1756.7361304159426,Basic,Bank transfer,Yes,TV Shows,No,Tablet,26.105759628568663,137.4943792491179,11,Sci-Fi,2.1933996681365504,7,Male,13,Yes,No,54YLINDECS,1
81,8.264970788505671,669.4626338689594,Basic,Mailed check,Yes,Both,Yes,Mobile,29.51592517935785,168.71892813795196,1,Drama,1.0241759869874825,1,Female,6,Yes,No,FOYL4BZUA4,0
16,13.85539656359304,221.68634501748863,Standard,Electronic check,Yes,Movies,No,TV,14.210092739851708,119.87276746287094,0,Comedy,2.276886979992754,3,Female,18,No,No,LOC1J1SMZO,0
2,9.947392104451056,19.894784208902113,Basic,Bank transfer,No,TV Shows,Yes,Computer,10.376802447002875,107.7793651722136,8,Sci-Fi,2.880421755062851,3,Male,18,Yes,Yes,F27AY6VZDI,1
84,11.346874727376845,953.1374770996548,Premium,Credit card,No,TV Shows,No,Mobile,38.39240721483039,23.074829090083117,47,Sci-Fi,4.1808725466845615,3,Male,14,No,Yes,X7QHC3N1SA,0
100,10.302200578482887,1030.220057848289,Standard,Bank transfer,No,Both,Yes,TV,9.467206949365446,20.625609905622525,9,Comedy,3.2696450142084608,9,Male,0,No,No,Q5G677OEXN,1
29,17.73801979671117,514.4025741046239,Standard,Credit card,Yes,Both,No,Computer,22.565734839117663,154.55723385299342,45,Fantasy,3.1675592842512046,7,Female,13,No,Yes,NDOZJVLGXM,0
52,5.90384388306084,306.99988191916367,Basic,Electronic check,Yes,TV Shows,Yes,Tablet,34.75012694942834,74.12994758217933,23,Sci-Fi,4.214113077270761,4,Male,22,No,No,Y2IY383NR3,0
40,7.770252905226331,310.81011620905326,Basic,Mailed check,No,Both,No,Tablet,32.29103530407565,22.37671700000701,32,Comedy,3.777913289046796,7,Female,7,No,No,4SH1KCRYYH,1
42,17.748814184896737,745.450195765663,Standard,Electronic check,No,Movies,No,Tablet,1.7523557829543748,30.40536041479382,31,Comedy,4.852024779171442,0,Male,16,Yes,Yes,R0BTC43U1Z,0
43,11.299822376645384,485.8923621957515,Premium,Credit card,Yes,TV Shows,No,Tablet,12.276711092513889,172.54270930173797,45,Comedy,3.9751510317866416,5,Female,19,No,Yes,6APBRF3AX2,0
79,19.740088459309497,1559.4669882854505,Standard,Credit card,Yes,TV Shows,Yes,Mobile,34.244840940466794,161.58480111592954,48,Drama,1.988450023999224,7,Male,10,Yes,Yes,L5Q208VNRO,0
22,15.900372967068726,349.80820527551197,Standard,Mailed check,No,TV Shows,Yes,Tablet,24.584509552476632,117.20473334390633,8,Sci-Fi,4.912340416778086,8,Male,11,No,Yes,WREK1K7D3B,0
30,15.030548971663016,450.9164691498905,Standard,Mailed check,Yes,Movies,Yes,TV,26.100225386098796,113.99839647807671,10,Action,3.883654288895592,6,Female,10,Yes,Yes,PS3F5DFV94,0
31,14.844320126842224,460.173923932109,Premium,Electronic check,Yes,Both,Yes,TV,1.0142159190733495,142.84161736259247,45,Drama,2.1491881768471637,5,Female,19,Yes,Yes,P0HURGVZ6N,0
44,12.698709993736678,558.7432397244138,Standard,Credit card,Yes,TV Shows,Yes,Computer,35.730945392429845,164.80065669446233,3,Comedy,3.653156693681565,0,Male,4,No,No,RBETLX63B3,0
11,6.174405118978367,67.91845630876203,Basic,Bank transfer,Yes,TV Shows,No,Computer,3.748664321341298,125.38993470072286,10,Comedy,2.487263888734953,8,Male,4,No,Yes,PL6CZIKWYV,1
35,6.879205371395839,240.7721879988544,Standard,Credit card,Yes,TV Shows,No,Computer,29.907200339282504,18.176972919395553,29,Sci-Fi,1.4086436811770473,5,Female,15,No,Yes,VG2GYWENAD,0
92,19.400967076764463,1784.888971062331,Premium,Credit card,No,Both,Yes,Computer,14.401531541344363,103.63895228628688,35,Sci-Fi,3.859440965892328,2,Male,19,No,Yes,Y6U4H2HP2E,0
4,17.878137403814648,71.51254961525859,Standard,Credit card,Yes,Both,No,Mobile,36.093733672624495,56.971396119822515,48,Drama,1.6945468686710965,6,Male,0,No,No,T5KRVQPCLU,0
32,16.20334866947576,518.5071574232243,Premium,Mailed check,No,TV Shows,Yes,TV,38.56670446637699,63.165275260253715,15,Action,4.393164353323504,0,Female,8,Yes,Yes,O5RZ600GTM,0
88,16.646669352140847,1464.9069029883944,Standard,Bank transfer,No,TV Shows,No,Mobile,23.154073273708665,154.65526695286422,43,Fantasy,2.5866788042989257,8,Male,14,Yes,No,PZ2V03CJ49,0
90,5.079900737814116,457.1910664032704,Standard,Mailed check,Yes,TV Shows,No,Computer,12.59283049298072,8.633289756473316,22,Sci-Fi,2.5125537704541583,1,Female,14,Yes,Yes,UDGSWF9UW8,0
4,9.362394696954702,37.44957878781881,Basic,Mailed check,Yes,Both,No,Computer,19.607741849821274,172.34373600028908,19,Action,4.628272697366395,1,Male,4,No,Yes,6BBZY8JSXR,0
4,5.3390889547576466,21.356355819030583,Premium,Credit card,No,Movies,Yes,TV,3.7569614317152182,75.69234803307043,34,Sci-Fi,1.501262438160928,1,Male,4,Yes,No,WFJZAASMYZ,1
5,13.98167569761274,69.9083784880637,Basic,Mailed check,Yes,Movies,No,Mobile,8.584656362470957,81.95923870869875,5,Sci-Fi,2.84182862026223,9,Female,24,Yes,Yes,TSAYQ61087,1
103,8.844812785757668,911.0157169330398,Premium,Mailed check,Yes,Movies,No,Tablet,15.487224352852843,130.16315191296815,46,Sci-Fi,2.083756072002613,0,Male,14,No,Yes,37Y2PH5QPT,0
1,18.94260349289632,18.94260349289632,Premium,Mailed check,No,TV Shows,Yes,Mobile,29.385628859018844,167.2508693245056,48,Drama,4.881002195870428,5,Female,21,No,No,W2K2YN0CCC,0
27,10.379684697425327,280.2514868304838,Basic,Mailed check,No,Movies,No,Mobile,25.637961147466363,32.518170465599184,36,Action,3.9637652359910738,9,Female,10,No,Yes,JJINHR9CTM,0
3,7.010923202048083,21.03276960614425,Premium,Electronic check,Yes,Both,Yes,Mobile,10.629527295613991,98.12054012552858,2,Action,2.912543912463095,7,Male,14,Yes,No,RS615BFXF5,1
32,15.48556903620416,495.5382091585331,Basic,Bank transfer,Yes,Movies,Yes,TV,33.86187285385316,90.68406735626692,20,Fantasy,1.3091484851888882,6,Female,22,No,Yes,ST86KUSRPU,0
74,11.61330540566206,859.3846000189924,Standard,Electronic check,No,Movies,Yes,TV,19.272242583590927,138.020412163791,15,Drama,4.7094974744392895,9,Female,10,No,Yes,MMNJYZGILO,0
99,17.483644143695557,1730.88077022586,Standard,Bank transfer,Yes,TV Shows,Yes,TV,21.538161231744137,127.3001288464136,6,Fantasy,4.57023167429111,6,Female,14,Yes,Yes,KNDVHC3428,0
34,17.19786735429342,584.7274900459763,Standard,Electronic check,Yes,TV Shows,No,TV,26.605065523264756,141.7962117856561,28,Drama,3.8098283761881,4,Female,14,No,Yes,E325RIPWEJ,0
60,13.464789049501716,807.887342970103,Basic,Bank transfer,Yes,Both,No,Computer,6.789015302728128,13.005078245626182,21,Fantasy,2.277657531730317,4,Male,14,Yes,No,FEJMPPJLO9,0
14,9.021593456516111,126.30230839122557,Basic,Mailed check,No,Movies,Yes,Tablet,21.059675571725645,108.08741055118772,7,Sci-Fi,4.078940322285596,0,Female,9,No,Yes,FN2TCRBMHL,1
74,6.9877848041305075,517.0960755056576,Standard,Bank transfer,No,TV Shows,No,Computer,38.81618968192178,53.817981744834746,49,Action,2.1149888795538843,4,Female,13,No,No,R2EHUD5IF7,0
110,13.643772513649832,1500.8149765014816,Standard,Mailed check,No,Both,No,TV,12.32772824594388,96.5239215197973,1,Action,3.2858334280597368,2,Male,3,No,No,J2Q38HG9DH,0
59,12.14313226252906,716.4448034892146,Standard,Electronic check,No,TV Shows,Yes,Mobile,3.006938423006888,98.1629024085251,43,Sci-Fi,2.4320997349674216,8,Male,13,No,Yes,U9DJ0XF8YY,0
58,19.19132059591139,1113.0965945628604,Standard,Mailed check,No,Movies,No,Mobile,21.47931509971985,132.84762673967424,44,Drama,3.417687849108795,2,Female,9,No,No,JOCN1KHLJU,0
110,17.293286135017986,1902.2614748519784,Basic,Electronic check,Yes,Both,No,Mobile,18.641636445018744,16.20461410351283,35,Action,4.759681346737423,6,Female,19,Yes,Yes,Q461U3HV3U,0
15,14.175469282855028,212.6320392428254,Basic,Electronic check,Yes,TV Shows,No,Computer,39.617795416013145,15.196748877127344,38,Sci-Fi,4.107101095220487,7,Female,5,Yes,No,98SCZD3DFL,0
102,6.132045186809898,625.4686090546096,Premium,Bank transfer,Yes,TV Shows,No,TV,7.016632416830537,103.961129309182,9,Action,4.014357338853318,0,Male,22,No,No,FWMGEANQ48,0
116,6.245719417020138,724.503452374336,Premium,Mailed check,Yes,Movies,No,Tablet,1.225579490514911,138.1059842183908,46,Comedy,4.940374936793001,3,Female,2,Yes,No,NB1PHYERT7,0
87,7.4511630212736275,648.2511828508055,Premium,Bank transfer,Yes,Movies,Yes,Tablet,13.6841812188045,120.23326672639423,6,Drama,3.120234546351391,5,Male,18,No,No,98BRMHQKSK,0
46,8.949658918890462,411.68431026896127,Premium,Credit card,Yes,TV Shows,No,TV,1.690341612257114,121.75040348614417,48,Comedy,3.7041070213074736,5,Female,2,No,No,K04CWWISIF,0
106,15.53477592534701,1646.686248086783,Standard,Electronic check,Yes,TV Shows,No,Tablet,29.60390429736655,156.07889149598716,21,Drama,2.586731600412511,8,Male,17,No,Yes,086ORBFBP6,0
56,8.589452682213729,481.0093502039688,Standard,Bank transfer,No,TV Shows,No,Tablet,13.62279704027669,124.64126925910878,35,Fantasy,4.856799772515727,4,Female,20,No,No,6OYP6AIJXJ,0
34,17.038037175415234,579.293263964118,Premium,Bank transfer,No,Both,No,TV,1.2481401692797272,89.23712231905282,44,Drama,2.232480041587782,6,Female,12,Yes,No,16JXQP0PNQ,1
34,5.681467146160978,193.1698829694733,Standard,Electronic check,No,TV Shows,Yes,Computer,19.641769717323903,48.94041721089556,22,Action,4.862736320766861,7,Male,21,No,Yes,L1LWQNP51U,0
82,11.87213032376653,973.5146865488556,Basic,Bank transfer,No,TV Shows,No,Tablet,16.90361684850113,76.4157273930042,48,Action,2.33139562056146,6,Male,6,No,Yes,BBLC71VJ01,0
50,14.347305712270565,717.3652856135283,Standard,Bank transfer,No,TV Shows,No,Tablet,34.72242363727257,61.20537450691645,2,Drama,4.672106035852387,5,Male,23,Yes,No,699XTBYRN3,0
56,15.029485034082422,841.6511619086156,Basic,Mailed check,Yes,Both,Yes,Mobile,6.9829625808418,22.15769449133009,46,Comedy,2.1213249958597986,4,Female,18,Yes,No,0NRWQ6S9U8,0
99,18.8376353295635,1864.9258976267863,Standard,Electronic check,Yes,Movies,No,Tablet,39.36050890612566,35.11429650909883,44,Action,1.24645421917808,7,Female,23,Yes,No,2TT8RJKOXL,0
30,13.859391991672211,415.7817597501664,Basic,Credit card,No,Both,No,TV,34.535409340954224,143.24376605874454,49,Comedy,4.1033131021604206,1,Male,15,Yes,Yes,N62MUY6ILU,0
5,13.441388508419475,67.20694254209738,Premium,Credit card,Yes,TV Shows,Yes,Tablet,6.6472169891466555,80.58802066753805,14,Comedy,2.7574968810730853,7,Female,12,Yes,No,37F8WFVD4L,1
81,19.683927456757058,1594.3981239973214,Standard,Credit card,No,TV Shows,Yes,TV,36.34830660120554,24.395596834692316,14,Fantasy,2.5536177098241835,7,Female,8,Yes,Yes,BQPIZRTA3Y,0
72,8.182942543982975,589.1718631667742,Standard,Bank transfer,No,TV Shows,Yes,TV,16.927188681724537,47.580915329511846,4,Sci-Fi,3.3719078786340067,6,Female,12,Yes,Yes,578NIURM36,1
33,11.000349654711563,363.0115386054816,Basic,Mailed check,No,Movies,No,TV,17.76256233002587,54.5762013999293,14,Sci-Fi,2.5344459067866896,5,Male,5,No,Yes,6WCUGVDL43,0
105,7.582027188561387,796.1128547989456,Basic,Electronic check,No,Both,Yes,Computer,35.01461245433927,59.0136674218919,23,Sci-Fi,1.903317365604546,9,Male,0,No,No,XF2E2B2Q8E,0
39,13.914140363136072,542.6514741623068,Premium,Credit card,No,Movies,Yes,Computer,30.566566864746513,105.23151388940394,16,Action,3.471179899141076,7,Male,23,No,No,TE2E0F0439,0
